MesañoISIN;mes-año;mes;año;Fecha;Name ;Peso;Peso en %;ISIN 1;Sector;ISIN 2;ISIN 3;ISIN 4;;
62000-ES0173516115;62000;6;2000;1/6/00;REPSOL YPF;7,78;7,78%;ES0173516115;Energy;ES0173516016;;;;
62000-ES0130670112;62000;6;2000;1/6/00;ENDESA;6,75;6,75%;ES0130670112;Utilities;ES0130670013;;;;
62000-ES0144580Y14;62000;6;2000;1/6/00;IBERDROLA;3,82;3,82%;ES0144580Y14;Utilities;ES0144580018;;;;
62000-ES0178174019;62000;6;2000;1/6/00;TERRA;3,56;3,56%;ES0178174019;Telecommunications Services;;;;;
62000-ES0116870314;62000;6;2000;1/6/00;NATURGY ENERGY;2,64;2,64%;ES0116870314;Utilities;ES0116870215;ES0116870413;;;
62000-ES0109067019;62000;6;2000;1/6/00;AMADEUS;2,22;2,22%;ES0109067019;Technology;ES0184633032;;;;
62000-ES0113790226;62000;6;2000;1/6/00;BANCO POPULAR ESPANOL;2,21;2,21%;ES0113790226;Financials;ES0113790531;ES0113790234;;;
62000-ES0181380710;62000;6;2000;1/6/00;UNION FENOSA;1,81;1,81%;ES0181380710;Utilities;ES0181380017;;;;
62000-ES0177040013;62000;6;2000;1/6/00;ALTADIS;1,62;1,62%;ES0177040013;Consumer Non-Cyclical;;;;;
62000-ES0113679I37;62000;6;2000;1/6/00;BANKINTER 'R';1,20;1,20%;ES0113679I37;Financials;ES0113679338;;;;
62000-ES0178419117;62000;6;2000;1/6/00;TPI;1,14;1,14%;ES0178419117;Energy;ES0178419018;;;;
62000-ES0178483139;62000;6;2000;1/6/00;SOGECABLE;1,13;1,13%;ES0178483139;Telecommunications Services;;;;;
62000-ES0118095019;62000;6;2000;1/6/00;CARREFOUR;0,89;0,89%;ES0118095019;Consumer Non-Cyclical;;;;;
62000-ES0125220311;62000;6;2000;1/6/00;ACCIONA;0,83;0,83%;ES0125220311;Industrial;;;;;
62000-ES0111845014;62000;6;2000;1/6/00;ABERTIS;0,80;0,80%;ES0111845014;Industrial;;;;;
62000-ES0144460112;62000;6;2000;1/6/00;H.CANTABRICO;0,78;0,78%;ES0144460112;Industrial;;;;;
62000-ES0122060314;62000;6;2000;1/6/00;FCC;0,75;0,75%;ES0122060314;Industrial;;;;;
62000-ES0117160111;62000;6;2000;1/6/00;COR.ALBA;0,69;0,69%;ES0117160111;Financials;ES0117160012;;;;
62000-ES0176252718;62000;6;2000;1/6/00;MELIA HOTELS INTL.;0,63;0,63%;ES0176252718;Consumer Cyclical;;;;;
62000-ES0141330C19;62000;6;2000;1/6/00;AG.BARCELONA;0,61;0,61%;ES0141330C19;Industrial;;;;;
62000-ES0118096017;62000;6;2000;1/6/00;CONTINENTE;0,60;0,60%;ES0118096017;Consumer Non-Cyclical;;;;;
62000-ES0167050915;62000;6;2000;1/6/00;ACS ACTIV.CONSTR.Y SERV.;0,59;0,59%;ES0167050915;Industrial;ES0167050311;;;;
62000-ES0162601019;62000;6;2000;1/6/00;FERROVIAL;0,57;0,57%;ES0162601019;Industrial;ES0162601019;;;;error
62000-ES0132105018;62000;6;2000;1/6/00;ACERINOX 'R';0,56;0,56%;ES0132105018;Industrial;ES0132105331;;;;
62000-ES0118594417;62000;6;2000;1/6/00;INDRA SISTEMAS;0,56;0,56%;ES0118594417;Technology;ES0118594011;;;;
62000-ES0178344117;62000;6;2000;1/6/00;TELEPIZZA;0,41;0,41%;ES0178344117;Consumer Cyclical;ES0178344315;;;;
62000-ES0127070110;62000;6;2000;1/6/00;DRAGADOS;0,41;0,41%;ES0127070110;Industrial;;;;;
62000-ES0138991015;62000;6;2000;1/6/00;ACERALIA;0,38;0,38%;ES0138991015;Industrial;;;;;
62000-ES0161560018;62000;6;2000;1/6/00;NH HOTELES;0,31;0,31%;ES0161560018;Consumer Cyclical;;;;;
62000-ES0111847036;62000;6;2000;1/6/00;AUREA;0,29;0,29%;ES0111847036;Industrial;;;;;
62000-ES0182870214;62000;6;2000;1/6/00;SACYR;0,25;0,25%;ES0182870214;Industrial;ES0182870016;;;;
62000-ES0124244E34;62000;6;2000;1/6/00;MAPFRE;0,25;0,25%;ES0124244E34;Financials;ES0124244C36;ES0124244A38;;;
72000-ES0178430E18;72000;7;2000;1/7/00;TELEFONICA;26,73;26,73%;ES0178430E18;Telecommunications Services;;;;;
72000-ES0113900J37;72000;7;2000;1/7/00;BANCO SANTANDER;14,65;14,65%;ES0113900J37;Financials;ES0113900G30;;;;
72000-ES0113211835;72000;7;2000;1/7/00;BBV.ARGENTARIA;14,47;14,47%;ES0113211835;Financials;ES0113211033;;;;
72000-ES0173516115;72000;7;2000;1/7/00;REPSOL YPF;7,16;7,16%;ES0173516115;Energy;ES0173516016;;;;
72000-ES0130670112;72000;7;2000;1/7/00;ENDESA;6,97;6,97%;ES0130670112;Utilities;ES0130670013;;;;
72000-ES0178174019;72000;7;2000;1/7/00;TERRA;3,38;3,38%;ES0178174019;Telecommunications Services;;;;;
72000-ES0144580Y14;72000;7;2000;1/7/00;IBERDROLA;3,30;3,30%;ES0144580Y14;Utilities;ES0144580018;;;;
72000-ES0116870314;72000;7;2000;1/7/00;NATURGY ENERGY;2,42;2,42%;ES0116870314;Utilities;ES0116870215;ES0116870413;;;
72000-ES0109067019;72000;7;2000;1/7/00;AMADEUS;2,08;2,08%;ES0109067019;Technology;ES0184633032;;;;
72000-ES0113790226;72000;7;2000;1/7/00;BANCO POPULAR ESPANOL;2,04;2,04%;ES0113790226;Financials;ES0113790531;ES0113790234;;;
72000-ES0181380710;72000;7;2000;1/7/00;UNION FENOSA;1,74;1,74%;ES0181380710;Utilities;ES0181380017;;;;
72000-ES0177040013;72000;7;2000;1/7/00;ALTADIS;1,49;1,49%;ES0177040013;Consumer Non-Cyclical;;;;;
72000-ES0178483139;72000;7;2000;1/7/00;SOGECABLE;1,10;1,10%;ES0178483139;Telecommunications Services;;;;;
72000-ES0178419117;72000;7;2000;1/7/00;TPI;1,04;1,04%;ES0178419117;Energy;ES0178419018;;;;
72000-ES0113679I37;72000;7;2000;1/7/00;BANKINTER 'R';0,95;0,95%;ES0113679I37;Financials;ES0113679338;;;;
72000-ES0125220311;72000;7;2000;1/7/00;ACCIONA;0,74;0,74%;ES0125220311;Industrial;;;;;
72000-ES0118095019;72000;7;2000;1/7/00;CARREFOUR;0,74;0,74%;ES0118095019;Consumer Non-Cyclical;;;;;
72000-ES0111845014;72000;7;2000;1/7/00;ABERTIS;0,69;0,69%;ES0111845014;Industrial;;;;;
72000-ES0169501022;72000;7;2000;1/7/00;PHARMA MAR;0,68;0,68%;ES0169501022;Healthcare;ES0169501030;ES0184940817;ES0184940312;;
72000-ES0122060314;72000;7;2000;1/7/00;FCC;0,68;0,68%;ES0122060314;Industrial;;;;;
72000-ES0144460112;72000;7;2000;1/7/00;H.CANTABRICO;0,65;0,65%;ES0144460112;Industrial;;;;;
72000-ES0117160111;72000;7;2000;1/7/00;COR.ALBA;0,60;0,60%;ES0117160111;Financials;ES0117160012;;;;
72000-ES0176252718;72000;7;2000;1/7/00;MELIA HOTELS INTL.;0,58;0,58%;ES0176252718;Consumer Cyclical;;;;;
72000-ES0141330C19;72000;7;2000;1/7/00;AG.BARCELONA;0,56;0,56%;ES0141330C19;Industrial;;;;;
72000-ES0132105018;72000;7;2000;1/7/00;ACERINOX 'R';0,56;0,56%;ES0132105018;Industrial;ES0132105331;;;;
72000-ES0162601019;72000;7;2000;1/7/00;FERROVIAL;0,54;0,54%;ES0162601019;Industrial;ES0162601019;;;;error
72000-ES0118096017;72000;7;2000;1/7/00;CONTINENTE;0,53;0,53%;ES0118096017;Consumer Non-Cyclical;;;;;
72000-ES0118594417;72000;7;2000;1/7/00;INDRA SISTEMAS;0,50;0,50%;ES0118594417;Technology;ES0118594011;;;;
72000-ES0167050915;72000;7;2000;1/7/00;ACS ACTIV.CONSTR.Y SERV.;0,49;0,49%;ES0167050915;Industrial;ES0167050311;;;;
72000-ES0127070110;72000;7;2000;1/7/00;DRAGADOS;0,42;0,42%;ES0127070110;Industrial;;;;;
72000-ES0178344117;72000;7;2000;1/7/00;TELEPIZZA;0,39;0,39%;ES0178344117;Consumer Cyclical;ES0178344315;;;;
72000-ES0138991015;72000;7;2000;1/7/00;ACERALIA;0,33;0,33%;ES0138991015;Industrial;;;;;
72000-ES0161560018;72000;7;2000;1/7/00;NH HOTELES;0,31;0,31%;ES0161560018;Consumer Cyclical;;;;;
72000-ES0173093024;72000;7;2000;1/7/00;RED ELECTRICA;0,25;0,25%;ES0173093024;Utilities;ES0173093115;;;;
72000-ES0182870214;72000;7;2000;1/7/00;SACYR;0,24;0,24%;ES0182870214;Industrial;ES0182870016;;;;
82000-ES0178430E18;82000;8;2000;1/8/00;TELEFONICA;25,50;25,50%;ES0178430E18;Telecommunications Services;;;;;
82000-ES0113900J37;82000;8;2000;1/8/00;BANCO SANTANDER;15,30;15,30%;ES0113900J37;Financials;ES0113900G30;;;;
82000-ES0113211835;82000;8;2000;1/8/00;BBV.ARGENTARIA;14,75;14,75%;ES0113211835;Financials;ES0113211033;;;;
82000-ES0173516115;82000;8;2000;1/8/00;REPSOL YPF;7,42;7,42%;ES0173516115;Energy;ES0173516016;;;;
82000-ES0130670112;82000;8;2000;1/8/00;ENDESA;6,51;6,51%;ES0130670112;Utilities;ES0130670013;;;;
82000-ES0178174019;82000;8;2000;1/8/00;TERRA;4,21;4,21%;ES0178174019;Telecommunications Services;;;;;
82000-ES0144580Y14;82000;8;2000;1/8/00;IBERDROLA;3,27;3,27%;ES0144580Y14;Utilities;ES0144580018;;;;
82000-ES0116870314;82000;8;2000;1/8/00;NATURGY ENERGY;2,29;2,29%;ES0116870314;Utilities;ES0116870215;ES0116870413;;;
82000-ES0113790226;82000;8;2000;1/8/00;BANCO POPULAR ESPANOL;2,03;2,03%;ES0113790226;Financials;ES0113790531;ES0113790234;;;
82000-ES0109067019;82000;8;2000;1/8/00;AMADEUS;1,90;1,90%;ES0109067019;Technology;ES0184633032;;;;
82000-ES0181380710;82000;8;2000;1/8/00;UNION FENOSA;1,78;1,78%;ES0181380710;Utilities;ES0181380017;;;;
82000-ES0177040013;82000;8;2000;1/8/00;ALTADIS;1,45;1,45%;ES0177040013;Consumer Non-Cyclical;;;;;
82000-ES0178483139;82000;8;2000;1/8/00;SOGECABLE;1,10;1,10%;ES0178483139;Telecommunications Services;;;;;
82000-ES0178419117;82000;8;2000;1/8/00;TPI;1,05;1,05%;ES0178419117;Energy;ES0178419018;;;;
82000-ES0113679I37;82000;8;2000;1/8/00;BANKINTER 'R';0,97;0,97%;ES0113679I37;Financials;ES0113679338;;;;
82000-ES0118095019;82000;8;2000;1/8/00;CARREFOUR;0,79;0,79%;ES0118095019;Consumer Non-Cyclical;;;;;
82000-ES0169501022;82000;8;2000;1/8/00;PHARMA MAR;0,72;0,72%;ES0169501022;Healthcare;ES0169501030;ES0184940817;ES0184940312;;
82000-ES0125220311;82000;8;2000;1/8/00;ACCIONA;0,70;0,70%;ES0125220311;Industrial;;;;;
82000-ES0111845014;82000;8;2000;1/8/00;ABERTIS;0,68;0,68%;ES0111845014;Industrial;;;;;
82000-ES0144460112;82000;8;2000;1/8/00;H.CANTABRICO;0,65;0,65%;ES0144460112;Industrial;;;;;
82000-ES0117160111;82000;8;2000;1/8/00;COR.ALBA;0,63;0,63%;ES0117160111;Financials;ES0117160012;;;;
82000-ES0122060314;82000;8;2000;1/8/00;FCC;0,61;0,61%;ES0122060314;Industrial;;;;;
82000-ES0176252718;82000;8;2000;1/8/00;MELIA HOTELS INTL.;0,55;0,55%;ES0176252718;Consumer Cyclical;;;;;
82000-ES0141330C19;82000;8;2000;1/8/00;AG.BARCELONA;0,55;0,55%;ES0141330C19;Industrial;;;;;
82000-ES0162601019;82000;8;2000;1/8/00;FERROVIAL;0,54;0,54%;ES0162601019;Industrial;ES0162601019;;;;error
82000-ES0132105018;82000;8;2000;1/8/00;ACERINOX 'R';0,54;0,54%;ES0132105018;Industrial;ES0132105331;;;;
82000-ES0118096017;82000;8;2000;1/8/00;CONTINENTE;0,53;0,53%;ES0118096017;Consumer Non-Cyclical;;;;;
82000-ES0118594417;82000;8;2000;1/8/00;INDRA SISTEMAS;0,52;0,52%;ES0118594417;Technology;ES0118594011;;;;
82000-ES0167050915;82000;8;2000;1/8/00;ACS ACTIV.CONSTR.Y SERV.;0,50;0,50%;ES0167050915;Industrial;ES0167050311;;;;
82000-ES0127070110;82000;8;2000;1/8/00;DRAGADOS;0,45;0,45%;ES0127070110;Industrial;;;;;
82000-ES0178344117;82000;8;2000;1/8/00;TELEPIZZA;0,37;0,37%;ES0178344117;Consumer Cyclical;ES0178344315;;;;
82000-ES0138991015;82000;8;2000;1/8/00;ACERALIA;0,33;0,33%;ES0138991015;Industrial;;;;;
82000-ES0161560018;82000;8;2000;1/8/00;NH HOTELES;0,32;0,32%;ES0161560018;Consumer Cyclical;;;;;
82000-ES0182870214;82000;8;2000;1/8/00;SACYR;0,26;0,26%;ES0182870214;Industrial;ES0182870016;;;;
82000-ES0173093024;82000;8;2000;1/8/00;RED ELECTRICA;0,24;0,24%;ES0173093024;Utilities;ES0173093115;;;;
92000-ES0178430E18;92000;9;2000;1/9/00;TELEFONICA;26,73;26,73%;ES0178430E18;Telecommunications Services;;;;;
92000-ES0113900J37;92000;9;2000;1/9/00;BANCO SANTANDER;15,86;15,86%;ES0113900J37;Financials;ES0113900G30;;;;
92000-ES0113211835;92000;9;2000;1/9/00;BBV.ARGENTARIA;15,24;15,24%;ES0113211835;Financials;ES0113211033;;;;
92000-ES0173516115;92000;9;2000;1/9/00;REPSOL YPF;7,19;7,19%;ES0173516115;Energy;ES0173516016;;;;
92000-ES0130670112;92000;9;2000;1/9/00;ENDESA;6,37;6,37%;ES0130670112;Utilities;ES0130670013;;;;
92000-ES0178174019;92000;9;2000;1/9/00;TERRA;3,69;3,69%;ES0178174019;Telecommunications Services;;;;;
92000-ES0144580Y14;92000;9;2000;1/9/00;IBERDROLA;3,67;3,67%;ES0144580Y14;Utilities;ES0144580018;;;;
92000-ES0113790226;92000;9;2000;1/9/00;BANCO POPULAR ESPANOL;2,13;2,13%;ES0113790226;Financials;ES0113790531;ES0113790234;;;
92000-ES0181380710;92000;9;2000;1/9/00;UNION FENOSA;1,76;1,76%;ES0181380710;Utilities;ES0181380017;;;;
92000-ES0109067019;92000;9;2000;1/9/00;AMADEUS;1,67;1,67%;ES0109067019;Technology;ES0184633032;;;;
92000-ES0177040013;92000;9;2000;1/9/00;ALTADIS;1,48;1,48%;ES0177040013;Consumer Non-Cyclical;;;;;
92000-ES0116870314;92000;9;2000;1/9/00;NATURGY ENERGY;1,43;1,43%;ES0116870314;Utilities;ES0116870215;ES0116870413;;;
92000-ES0178483139;92000;9;2000;1/9/00;SOGECABLE;1,00;1,00%;ES0178483139;Telecommunications Services;;;;;
92000-ES0178419117;92000;9;2000;1/9/00;TPI;1,00;1,00%;ES0178419117;Energy;ES0178419018;;;;
92000-ES0169501022;92000;9;2000;1/9/00;PHARMA MAR;0,98;0,98%;ES0169501022;Healthcare;ES0169501030;ES0184940817;ES0184940312;;
92000-ES0113679I37;92000;9;2000;1/9/00;BANKINTER 'R';0,95;0,95%;ES0113679I37;Financials;ES0113679338;;;;
92000-ES0125220311;92000;9;2000;1/9/00;ACCIONA;0,70;0,70%;ES0125220311;Industrial;;;;;
92000-ES0111845014;92000;9;2000;1/9/00;ABERTIS;0,70;0,70%;ES0111845014;Industrial;;;;;
92000-ES0144460112;92000;9;2000;1/9/00;H.CANTABRICO;0,65;0,65%;ES0144460112;Industrial;;;;;
92000-ES0117160111;92000;9;2000;1/9/00;COR.ALBA;0,64;0,64%;ES0117160111;Financials;ES0117160012;;;;
92000-ES0162601019;92000;9;2000;1/9/00;FERROVIAL;0,57;0,57%;ES0162601019;Industrial;ES0162601019;;;;error
92000-ES0141330C19;92000;9;2000;1/9/00;AG.BARCELONA;0,55;0,55%;ES0141330C19;Industrial;;;;;
92000-ES0118594417;92000;9;2000;1/9/00;INDRA SISTEMAS;0,51;0,51%;ES0118594417;Technology;ES0118594011;;;;
92000-ES0118095019;92000;9;2000;1/9/00;CARREFOUR;0,50;0,50%;ES0118095019;Consumer Non-Cyclical;;;;;
92000-ES0132105018;92000;9;2000;1/9/00;ACERINOX 'R';0,50;0,50%;ES0132105018;Industrial;ES0132105331;;;;
92000-ES0167050915;92000;9;2000;1/9/00;ACS ACTIV.CONSTR.Y SERV.;0,46;0,46%;ES0167050915;Industrial;ES0167050311;;;;
92000-ES0161560018;92000;9;2000;1/9/00;NH HOTELES;0,45;0,45%;ES0161560018;Consumer Cyclical;;;;;
92000-ES0127070110;92000;9;2000;1/9/00;DRAGADOS;0,44;0,44%;ES0127070110;Industrial;;;;;
92000-ES0122060314;92000;9;2000;1/9/00;FCC;0,38;0,38%;ES0122060314;Industrial;;;;;
92000-ES0178344117;92000;9;2000;1/9/00;TELEPIZZA;0,35;0,35%;ES0178344117;Consumer Cyclical;ES0178344315;;;;
92000-ES0138991015;92000;9;2000;1/9/00;ACERALIA;0,33;0,33%;ES0138991015;Industrial;;;;;
92000-ES0176252718;92000;9;2000;1/9/00;MELIA HOTELS INTL.;0,32;0,32%;ES0176252718;Consumer Cyclical;;;;;
92000-ES0118096017;92000;9;2000;1/9/00;CONTINENTE;0,31;0,31%;ES0118096017;Consumer Non-Cyclical;;;;;
92000-ES0182870214;92000;9;2000;1/9/00;SACYR;0,25;0,25%;ES0182870214;Industrial;ES0182870016;;;;
92000-ES0173093024;92000;9;2000;1/9/00;RED ELECTRICA;0,25;0,25%;ES0173093024;Utilities;ES0173093115;;;;
102000-ES0178430E18;102000;10;2000;1/10/00;TELEFONICA;28,01;28,01%;ES0178430E18;Telecommunications Services;;;;;
102000-ES0113900J37;102000;10;2000;1/10/00;BANCO SANTANDER;15,25;15,25%;ES0113900J37;Financials;ES0113900G30;;;;
102000-ES0113211835;102000;10;2000;1/10/00;BBV.ARGENTARIA;14,64;14,64%;ES0113211835;Financials;ES0113211033;;;;
102000-ES0173516115;102000;10;2000;1/10/00;REPSOL YPF;6,76;6,76%;ES0173516115;Energy;ES0173516016;;;;
102000-ES0130670112;102000;10;2000;1/10/00;ENDESA;6,01;6,01%;ES0130670112;Utilities;ES0130670013;;;;
102000-ES0144580Y14;102000;10;2000;1/10/00;IBERDROLA;3,84;3,84%;ES0144580Y14;Utilities;ES0144580018;;;;
102000-ES0178174019;102000;10;2000;1/10/00;TERRA;2,37;2,37%;ES0178174019;Telecommunications Services;;;;;
102000-ES0113790226;102000;10;2000;1/10/00;BANCO POPULAR ESPANOL;2,26;2,26%;ES0113790226;Financials;ES0113790531;ES0113790234;;;
102000-ES0181380710;102000;10;2000;1/10/00;UNION FENOSA;1,96;1,96%;ES0181380710;Utilities;ES0181380017;;;;
102000-ES0109067019;102000;10;2000;1/10/00;AMADEUS;1,68;1,68%;ES0109067019;Technology;ES0184633032;;;;
102000-ES0177040013;102000;10;2000;1/10/00;ALTADIS;1,62;1,62%;ES0177040013;Consumer Non-Cyclical;;;;;
102000-ES0116870314;102000;10;2000;1/10/00;NATURGY ENERGY;1,60;1,60%;ES0116870314;Utilities;ES0116870215;ES0116870413;;;
102000-ES0169501022;102000;10;2000;1/10/00;PHARMA MAR;1,01;1,01%;ES0169501022;Healthcare;ES0169501030;ES0184940817;ES0184940312;;
102000-ES0113679I37;102000;10;2000;1/10/00;BANKINTER 'R';0,92;0,92%;ES0113679I37;Financials;ES0113679338;;;;
102000-ES0171743901;102000;10;2000;1/10/00;PRISA A;0,88;0,88%;ES0171743901;Consumer Cyclical;ES0171743117;;;;
102000-ES0178419117;102000;10;2000;1/10/00;TPI;0,87;0,87%;ES0178419117;Energy;ES0178419018;;;;
102000-ES0118095019;102000;10;2000;1/10/00;CARREFOUR;0,84;0,84%;ES0118095019;Consumer Non-Cyclical;;;;;
102000-ES0178483139;102000;10;2000;1/10/00;SOGECABLE;0,83;0,83%;ES0178483139;Telecommunications Services;;;;;
102000-ES0144460112;102000;10;2000;1/10/00;H.CANTABRICO;0,75;0,75%;ES0144460112;Industrial;;;;;
102000-ES0111845014;102000;10;2000;1/10/00;ABERTIS;0,74;0,74%;ES0111845014;Industrial;;;;;
102000-ES0125220311;102000;10;2000;1/10/00;ACCIONA;0,73;0,73%;ES0125220311;Industrial;;;;;
102000-ES0117160111;102000;10;2000;1/10/00;COR.ALBA;0,71;0,71%;ES0117160111;Financials;ES0117160012;;;;
102000-ES0141330C19;102000;10;2000;1/10/00;AG.BARCELONA;0,59;0,59%;ES0141330C19;Industrial;;;;;
102000-ES0127070110;102000;10;2000;1/10/00;DRAGADOS;0,58;0,58%;ES0127070110;Industrial;;;;;
102000-ES0162601019;102000;10;2000;1/10/00;FERROVIAL;0,57;0,57%;ES0162601019;Industrial;ES0162601019;;;;error
102000-ES0132105018;102000;10;2000;1/10/00;ACERINOX 'R';0,57;0,57%;ES0132105018;Industrial;ES0132105331;;;;
102000-ES0118594417;102000;10;2000;1/10/00;INDRA SISTEMAS;0,52;0,52%;ES0118594417;Technology;ES0118594011;;;;
102000-ES0167050915;102000;10;2000;1/10/00;ACS ACTIV.CONSTR.Y SERV.;0,49;0,49%;ES0167050915;Industrial;ES0167050311;;;;
102000-ES0161560018;102000;10;2000;1/10/00;NH HOTELES;0,47;0,47%;ES0161560018;Consumer Cyclical;;;;;
102000-ES0122060314;102000;10;2000;1/10/00;FCC;0,46;0,46%;ES0122060314;Industrial;;;;;
102000-ES0138991015;102000;10;2000;1/10/00;ACERALIA;0,35;0,35%;ES0138991015;Industrial;;;;;
102000-ES0176252718;102000;10;2000;1/10/00;MELIA HOTELS INTL.;0,33;0,33%;ES0176252718;Consumer Cyclical;;;;;
102000-ES0178344117;102000;10;2000;1/10/00;TELEPIZZA;0,30;0,30%;ES0178344117;Consumer Cyclical;ES0178344315;;;;
102000-ES0182870214;102000;10;2000;1/10/00;SACYR;0,25;0,25%;ES0182870214;Industrial;ES0182870016;;;;
102000-ES0173093024;102000;10;2000;1/10/00;RED ELECTRICA;0,25;0,25%;ES0173093024;Utilities;ES0173093115;;;;
112000-ES0178430E18;112000;11;2000;1/11/00;TELEFONICA;24,64;24,64%;ES0178430E18;Telecommunications Services;;;;;
112000-ES0113211835;112000;11;2000;1/11/00;BBV.ARGENTARIA;15,68;15,68%;ES0113211835;Financials;ES0113211033;;;;
112000-ES0113900J37;112000;11;2000;1/11/00;BANCO SANTANDER;14,90;14,90%;ES0113900J37;Financials;ES0113900G30;;;;
112000-ES0173516115;112000;11;2000;1/11/00;REPSOL YPF;7,42;7,42%;ES0173516115;Energy;ES0173516016;;;;
112000-ES0130670112;112000;11;2000;1/11/00;ENDESA;6,37;6,37%;ES0130670112;Utilities;ES0130670013;;;;
112000-ES0144580Y14;112000;11;2000;1/11/00;IBERDROLA;4,01;4,01%;ES0144580Y14;Utilities;ES0144580018;;;;
112000-ES0178174019;112000;11;2000;1/11/00;TERRA;3,23;3,23%;ES0178174019;Telecommunications Services;;;;;
112000-ES0113790226;112000;11;2000;1/11/00;BANCO POPULAR ESPANOL;2,67;2,67%;ES0113790226;Financials;ES0113790531;ES0113790234;;;
112000-ES0181380710;112000;11;2000;1/11/00;UNION FENOSA;2,03;2,03%;ES0181380710;Utilities;ES0181380017;;;;
112000-ES0177040013;112000;11;2000;1/11/00;ALTADIS;1,67;1,67%;ES0177040013;Consumer Non-Cyclical;;;;;
112000-ES0116870314;112000;11;2000;1/11/00;NATURGY ENERGY;1,66;1,66%;ES0116870314;Utilities;ES0116870215;ES0116870413;;;
112000-ES0109067019;112000;11;2000;1/11/00;AMADEUS;1,66;1,66%;ES0109067019;Technology;ES0184633032;;;;
112000-ES0169501022;112000;11;2000;1/11/00;PHARMA MAR;1,04;1,04%;ES0169501022;Healthcare;ES0169501030;ES0184940817;ES0184940312;;
112000-ES0113679I37;112000;11;2000;1/11/00;BANKINTER 'R';0,98;0,98%;ES0113679I37;Financials;ES0113679338;;;;
112000-ES0178419117;112000;11;2000;1/11/00;TPI;0,84;0,84%;ES0178419117;Energy;ES0178419018;;;;
112000-ES0171743901;112000;11;2000;1/11/00;PRISA A;0,80;0,80%;ES0171743901;Consumer Cyclical;ES0171743117;;;;
112000-ES0118095019;112000;11;2000;1/11/00;CARREFOUR;0,80;0,80%;ES0118095019;Consumer Non-Cyclical;;;;;
112000-ES0111845014;112000;11;2000;1/11/00;ABERTIS;0,79;0,79%;ES0111845014;Industrial;;;;;
112000-ES0144460112;112000;11;2000;1/11/00;H.CANTABRICO;0,78;0,78%;ES0144460112;Industrial;;;;;
112000-ES0178483139;112000;11;2000;1/11/00;SOGECABLE;0,77;0,77%;ES0178483139;Telecommunications Services;;;;;
112000-ES0125220311;112000;11;2000;1/11/00;ACCIONA;0,75;0,75%;ES0125220311;Industrial;;;;;
112000-ES0117160111;112000;11;2000;1/11/00;COR.ALBA;0,66;0,66%;ES0117160111;Financials;ES0117160012;;;;
112000-ES0141330C19;112000;11;2000;1/11/00;AG.BARCELONA;0,66;0,66%;ES0141330C19;Industrial;;;;;
112000-ES0127070110;112000;11;2000;1/11/00;DRAGADOS;0,64;0,64%;ES0127070110;Industrial;;;;;
112000-ES0162601019;112000;11;2000;1/11/00;FERROVIAL;0,59;0,59%;ES0162601019;Industrial;ES0162601019;;;;error
112000-ES0132105018;112000;11;2000;1/11/00;ACERINOX 'R';0,57;0,57%;ES0132105018;Industrial;ES0132105331;;;;
112000-ES0167050915;112000;11;2000;1/11/00;ACS ACTIV.CONSTR.Y SERV.;0,55;0,55%;ES0167050915;Industrial;ES0167050311;;;;
112000-ES0161560018;112000;11;2000;1/11/00;NH HOTELES;0,52;0,52%;ES0161560018;Consumer Cyclical;;;;;
112000-ES0122060314;112000;11;2000;1/11/00;FCC;0,48;0,48%;ES0122060314;Industrial;;;;;
112000-ES0118594417;112000;11;2000;1/11/00;INDRA SISTEMAS;0,43;0,43%;ES0118594417;Technology;ES0118594011;;;;
112000-ES0138991015;112000;11;2000;1/11/00;ACERALIA;0,36;0,36%;ES0138991015;Industrial;;;;;
112000-ES0176252718;112000;11;2000;1/11/00;MELIA HOTELS INTL.;0,31;0,31%;ES0176252718;Consumer Cyclical;;;;;
112000-ES0173093024;112000;11;2000;1/11/00;RED ELECTRICA;0,27;0,27%;ES0173093024;Utilities;ES0173093115;;;;
112000-ES0182870214;112000;11;2000;1/11/00;SACYR;0,26;0,26%;ES0182870214;Industrial;ES0182870016;;;;
112000-ES0178344117;112000;11;2000;1/11/00;TELEPIZZA;0,21;0,21%;ES0178344117;Consumer Cyclical;ES0178344315;;;;
122000-ES0178430E18;122000;12;2000;1/12/00;TELEFONICA;24,68;24,68%;ES0178430E18;Telecommunications Services;;;;;
122000-ES0113900J37;122000;12;2000;1/12/00;BANCO SANTANDER;16,77;16,77%;ES0113900J37;Financials;ES0113900G30;;;;
122000-ES0113211835;122000;12;2000;1/12/00;BBV.ARGENTARIA;16,28;16,28%;ES0113211835;Financials;ES0113211033;;;;
122000-ES0173516115;122000;12;2000;1/12/00;REPSOL YPF;6,77;6,77%;ES0173516115;Energy;ES0173516016;;;;
122000-ES0130670112;122000;12;2000;1/12/00;ENDESA;6,26;6,26%;ES0130670112;Utilities;ES0130670013;;;;
122000-ES0144580Y14;122000;12;2000;1/12/00;IBERDROLA;3,92;3,92%;ES0144580Y14;Utilities;ES0144580018;;;;
122000-ES0113790226;122000;12;2000;1/12/00;BANCO POPULAR ESPANOL;2,62;2,62%;ES0113790226;Financials;ES0113790531;ES0113790234;;;
122000-ES0178174019;122000;12;2000;1/12/00;TERRA;2,35;2,35%;ES0178174019;Telecommunications Services;;;;;
